100
270	729	
136	627	
268	715	
660	376	
25	949	
21	795	
562	332	
341	618	
390	514	
850	210	
439	422	
529	433	
123	845	
590	313	
173	630	
557	215	
635	191	
182	937	
893	133	
840	103	
427	789	
32	994	
29	788	
676	84	
330	615	
574	433	
145	629	
623	208	
789	170	
52	939	
129	513	
278	978	
336	899	
438	372	
255	398	
383	695	
399	323	
365	921	
57	948	
418	762	
436	428	
727	230	
413	513	
70	852	
25	921	
883	292	
159	566	
395	524	
861	381	
386	419	
278	268	
688	242	
185	529	
669	471	
295	550	
898	26	
628	263	
574	337	
748	128	
784	115	
472	46	
404	422	
366	628	
272	795	
92	828	
818	192	
827	174	
413	485	
538	404	
82	823	
180	755	
604	504	
870	204	
390	714	
445	295	
289	441	
365	451	
237	676	
15	761	
957	50	
660	493	
552	434	
68	964	
365	608	
239	639	
965	169	
765	494	
257	646	
812	166	
320	670	
66	997	
838	370	
635	128	
702	384	
197	903	
230	721	
868	101	
762	103	
632	317	
65	936	
